"OTU_2" "Unassigned" "" "" "" "" "" ""
"OTU_3" "Unassigned" "" "" "" "" "" ""
"OTU_4" "Unassigned" "" "" "" "" "" ""
"OTU_5" "Unassigned" "" "" "" "" "" ""
"OTU_6" "Unassigned" "" "" "" "" "" ""
"OTU_7" "Unassigned" "" "" "" "" "" ""
"OTU_8" "Unassigned" "" "" "" "" "" ""
"OTU_9" "Unassigned" "" "" "" "" "" ""
"OTU_10" "k__Bacteria" "p__Proteobacteria" "c__Gammaproteobacteria" "o__Pseudomonadales" "f__Moraxellaceae" "g__Acinetobacter" ""
"OTU_11" "Unassigned" "" "" "" "" "" ""
"OTU_12" "Unassigned" "" "" "" "" "" ""
"OTU_13" "Unassigned" "" "" "" "" "" ""
"OTU_14" "k__Bacteria" "p__Firmicutes" "c__Clostridia" "o__Oscillospirales" "f__Ruminococcaceae" "g__Faecalibacterium" "s__uncultured_bacterium"
"OTU_15" "k__Bacteria" "p__Firmicutes" "c__Bacilli" "o__Lactobacillales" "f__Lactobacillaceae" "g__Lacticaseibacillus" "s__Lactobacillus_paracasei"
"OTU_16" "Unassigned" "" "" "" "" "" ""
"OTU_17" "Unassigned" "" "" "" "" "" ""
"OTU_18" "Unassigned" "" "" "" "" "" ""
"OTU_19" "Unassigned" "" "" "" "" "" ""
"OTU_20" "Unassigned" "" "" "" "" "" ""
"OTU_21" "Unassigned" "" "" "" "" "" ""
"OTU_22" "Unassigned" "" "" "" "" "" ""
"OTU_23" "Unassigned" "" "" "" "" "" ""
"OTU_24" "k__Bacteria" "p__Proteobacteria" "c__Gammaproteobacteria" "o__Enterobacterales" "f__Enterobacteriaceae" "g__Escherichia-Shigella" "s__Escherichia_coli"
"OTU_25" "k__Bacteria" "p__Proteobacteria" "c__Gammaproteobacteria" "o__Pseudomonadales" "f__Pseudomonadaceae" "g__Pseudomonas" ""
"OTU_26" "k__Eukaryota" "p__Ascomycota" "c__Saccharomycetes" "o__Saccharomycetales" "f__Phaffomycetaceae" "g__Wickerhamomyces-Candida_clade" "s__Wickerhamomyces_anomalus"
"OTU_27" "Unassigned" "" "" "" "" "" ""
"OTU_28" "Unassigned" "" "" "" "" "" ""
"OTU_29" "Unassigned" "" "" "" "" "" ""
"OTU_30" "Unassigned" "" "" "" "" "" ""
"OTU_31" "k__Bacteria" "p__Firmicutes" "c__Clostridia" "o__Oscillospirales" "f__Ruminococcaceae" "g__Faecalibacterium" "s__uncultured_bacterium"
"OTU_32" "Unassigned" "" "" "" "" "" ""
"OTU_33" "k__Bacteria" "p__Firmicutes" "c__Bacilli" "o__Lactobacillales" "f__Lactobacillaceae" "g__Lacticaseibacillus" "s__Lactobacillus_paracasei"
"OTU_34" "Unassigned" "" "" "" "" "" ""
"OTU_35" "Unassigned" "" "" "" "" "" ""
"OTU_36" "k__Bacteria" "p__Proteobacteria" "c__Gammaproteobacteria" "o__Burkholderiales" "f__Comamonadaceae" "g__Hydrogenophaga" ""
"OTU_37" "Unassigned" "" "" "" "" "" ""
"OTU_38" "Unassigned" "" "" "" "" "" ""
"OTU_39" "k__Bacteria" "p__Bacteroidota" "c__Bacteroidia" "o__Bacteroidales" "f__Bacteroidaceae" "g__Bacteroides" "s__uncultured_organism"
"OTU_40" "Unassigned" "" "" "" "" "" ""
"OTU_41" "k__Bacteria" "p__Proteobacteria" "c__Gammaproteobacteria" "o__Burkholderiales" "f__Burkholderiaceae" "g__Limnobacter" ""
"OTU_42" "Unassigned" "" "" "" "" "" ""
"OTU_43" "k__Bacteria" "p__Firmicutes" "c__Bacilli" "o__Erysipelotrichales" "f__Erysipelatoclostridiaceae" "g__Erysipelatoclostridium" ""
"OTU_44" "k__Bacteria" "p__Proteobacteria" "c__Gammaproteobacteria" "o__Pseudomonadales" "f__Pseudomonadaceae" "g__Pseudomonas" "s__uncultured_bacterium"
"OTU_45" "k__Bacteria" "p__Firmicutes" "c__Bacilli" "o__Lactobacillales" "f__Lactobacillaceae" "g__Lacticaseibacillus" "s__Lactobacillus_paracasei"
